NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,0607        Entries & Exits," 0607 Interchanges"
8050,309,190,634,1133,280,189,634,1103,2236,0
8618,1457,326,0,1783,1173,321,0,1494,3277,0
8051,47125,71986,50502,169613,50433,71174,50502,172109,341722,11035
9023,1165,818,1134,3117,1202,818,1134,3154,6271,0
6812,147746,183739,364826,696311,147798,185230,364826,697854,1394165,229919
6958,17152,29384,101448,147984,17217,29401,101448,148066,296050,0
7289,11816,5288,5973,23077,10513,13518,5973,30004,53081,264
7006,1606,333,263,2202,1416,1022,263,2701,4903,0
8807,28059,10429,21896,60384,26785,12687,21896,61368,121752,0
3623,110305,92261,367,202933,115171,92342,367,207880,410813,0
5702,2602,5919,909,9430,3077,5953,909,9939,19369,0
2222,17478,20951,6095,44524,17184,24410,6095,47689,92213,0
7290,6,4,0,10,8,4,0,12,22,0
2422,14755,1986,184,16925,17210,2009,184,19403,36328,0
4182,709,794,1386,2889,778,825,1386,2989,5878,0
3502,110,732,0,842,102,747,0,849,1691,0
4317,1963,2174,5,4142,2231,2186,5,4422,8564,0
1865,14198,8012,4484,26694,11231,8005,4484,23720,50414,0
7085,3603,5969,15080,24652,3476,6183,15080,24739,49391,0
5483,88643,219761,385629,694033,97043,217053,385629,699725,1393758,0
8500,110676,80023,20087,210786,114142,81454,20087,215683,426469,0
8565,67876,69225,16536,153637,83575,70908,16536,171019,324656,0
2945,16629,24618,15403,56650,12796,26626,15403,54825,111475,0
1975,2854,1021,795,4670,3073,1023,795,4891,9561,0
3176,111172,124929,200268,436369,116290,130663,200268,447221,883590,0
6873,16137,28461,91991,136589,17740,29212,91991,138943,275532,0
2743,472,269,0,741,767,268,0,1035,1776,0
2550,35533,13765,5032,54330,37683,13948,5032,56663,110993,46
2549,33197,38797,9659,81653,37137,38710,9659,85506,167159,5
9767,51948,39322,45666,136936,59851,39326,45666,144843,281779,0
9107,18377,37281,25070,80728,20487,34341,25070,79898,160626,0
2279,28732,49904,10641,89277,27869,50360,10641,88870,178147,0
2280,5871,14178,1252,21301,6272,15817,1252,23341,44642,0
5927,7593,7579,6584,21756,8172,7751,6584,22507,44263,0
6200,3037,1243,702,4982,3143,1222,702,5067,10049,0
1658,75283,194626,55610,325519,76490,197650,55610,329750,655269,2207
7008,67584,54133,16224,137941,68109,53129,16224,137462,275403,281
9791,18459,13129,15446,47034,23432,13123,15446,52001,99035,0
6913,55576,78191,232591,366358,46254,78053,232591,356898,723256,0
1395,74494,77693,210842,363029,80085,83102,210842,374029,737058,0
1179,22517,25812,1110,49439,19649,25792,1110,46551,95990,0
5324,12469,12847,40693,66009,13962,12356,40693,67011,133020,0
2946,21939,93621,18029,133589,18988,93166,18029,130183,263772,0
5689,50331,35555,71068,156954,57154,35500,71068,163722,320676,0
4124,156,240,10,406,247,243,10,500,906,0
3811,42600,41447,27720,111767,46934,41390,27720,116044,227811,0
2536,9252,560,5,9817,9681,562,5,10248,20065,0
3812,72320,134288,91293,297901,85450,134290,91293,311033,608934,0
4412,3312,11448,140,14900,3441,11507,140,15088,29988,0
3680,10788,17831,6379,34998,11039,17873,6379,35291,70289,0
1439,28045,28857,162810,219712,30439,28869,162810,222118,441830,0
3562,1959,8057,1756,11772,1631,8317,1756,11704,23476,0
3238,20567,16399,8180,45146,22486,16625,8180,47291,92437,0
5682,69464,79576,36432,185472,65335,90052,36432,191819,377291,0
3504,30905,55255,3709,89869,30556,57537,3709,91802,181671,0
7022,713243,1619881,934013,3267137,698447,1622712,934013,3255172,6522309,318332
6962,7377,13532,35223,56132,9462,13552,35223,58237,114369,0
9768,104491,73755,105050,283296,117312,73762,105050,296124,579420,5664
1440,135312,141356,711946,988614,164198,141128,711946,1017272,2005886,4106
9878,15305,14229,15126,44660,15906,14765,15126,45797,90457,0
1129,14754,21856,2192,38802,15055,21856,2192,39103,77905,0
6963,4231,30329,209200,243760,16065,31250,209200,256515,500275,0
1016,26461,42227,253,68941,29867,42690,253,72810,141751,0
1441,47366,55510,298821,401697,33205,55505,298821,387531,789228,0
5164,172522,367559,284772,824853,163870,366751,284772,815393,1640246,12727
5007,127294,287655,156688,571637,116923,289643,156688,563254,1134891,24087
7292,2848,631,1667,5146,3640,654,1667,5961,11107,0
2186,8320,8077,1227,17624,17289,8075,1227,26591,44215,0
3542,1221,1886,61,3168,1166,1952,61,3179,6347,0
9112,8985,12149,3327,24461,8654,12233,3327,24214,48675,0
3815,65500,70662,62818,198980,71527,70724,62818,205069,404049,0
3899,1042265,2619794,867660,4529719,1113684,2615860,867660,4597204,9126923,864733
3900,364071,401244,377999,1143314,309859,400612,377999,1088470,2231784,303800
9624,25097,15293,17516,57906,27326,15308,17516,60150,118056,0
9969,24507,20644,50205,95356,28150,20654,50205,99009,194365,0
9877,12207,11587,8863,32657,13711,11583,8863,34157,66814,0
1964,9686,4342,3804,17832,10902,4455,3804,19161,36993,0
2118,165376,479777,40945,686098,159561,479071,40945,679577,1365675,392493
6201,4753,2115,2028,8896,4358,2450,2028,8836,17732,0
9702,48078,34113,50916,133107,49234,34119,50916,134269,267376,0
4068,58947,86258,18099,163304,56075,85755,18099,159929,323233,16916
9769,22262,14332,13151,49745,24934,14335,13151,52420,102165,0
2640,40615,23947,11178,75740,39753,24153,11178,75084,150824,3400
9028,16174,10338,9398,35910,15566,10310,9398,35274,71184,0
9897,30841,22769,12772,66382,33454,22767,12772,68993,135375,0
1442,65326,72391,94786,232503,60424,73085,94786,228295,460798,0
8621,1262,538,0,1800,1614,540,0,2154,3954,0
5405,83294,123515,357232,564041,77436,123524,357232,558192,1122233,0
5406,67403,94261,266968,428632,57417,94121,266968,418506,847138,0
9704,3154,875,2919,6948,3012,887,2919,6818,13766,10365
9680,17237,12370,7494,37101,18111,12378,7494,37983,75084,0
3098,4423,9504,33877,47804,6030,9552,33877,49459,97263,0
5703,14496,53584,16725,84805,15579,54027,16725,86331,171136,12193
8359,68216,74644,6707,149567,72093,76118,6707,154918,304485,10707
2919,9313,23512,10056,42881,9775,25046,10056,44877,87758,0
7914,1657,1141,231,3029,1669,1133,231,3033,6062,0
5351,58015,86603,230942,375560,60989,87644,230942,379575,755135,0
5077,63825,75042,326465,465332,64710,75270,326465,466445,931777,59219
5047,83482,132839,603090,819411,75144,133016,603090,811250,1630661,51550
3820,77569,51866,67776,197211,71022,51688,67776,190486,387697,0
9795,69623,48570,68541,186734,79904,48574,68541,197019,383753,1837
8232,8973,8097,5502,22572,9418,8793,5502,23713,46285,0
3568,249,1123,103,1475,270,1187,103,1560,3035,0
2425,2844,260,0,3104,3251,261,0,3512,6616,0
6874,149287,169167,781875,1100329,156799,169564,781875,1108238,2208567,0
7447,218622,378379,362693,959694,252396,378495,362693,993584,1953278,0
0539,22349,64818,134231,221398,25957,64936,134231,225124,446522,0
7469,116928,100870,389515,607313,112319,101204,389515,603038,1210351,0
5836,33264,39562,26373,99199,33303,39713,26373,99389,198588,0
2762,4679,13503,1507,19689,5010,14485,1507,21002,40691,0
5820,11,54,0,65,7,48,0,55,120,0
6664,43748,32533,13431,89712,49296,32572,13431,95299,185011,0
7051,1643,6184,6237,14064,2089,6189,6237,14515,28579,0
5097,7180,11060,16234,34474,9372,10890,16234,36496,70970,0
9911,287090,137739,341531,766360,245745,137469,341531,724745,1491105,0
3004,32511,50002,41360,123873,32671,51877,41360,125908,249781,0
5144,93968,164540,396122,654630,91322,164793,396122,652237,1306867,194973
5008,7019,9188,8062,24269,9753,9393,8062,27208,51477,0
2947,5020,2806,5797,13623,3753,3921,5797,13471,27094,0
9707,3814,2957,1699,8470,4141,2958,1699,8798,17268,0
5199,275696,442373,826058,1544127,292902,429435,826058,1548395,3092522,23951
7792,274,221,0,495,320,222,0,542,1037,0
2870,61297,91608,35910,188815,55683,96164,35910,187757,376572,1375
5352,77398,109388,313541,500327,76319,109484,313541,499344,999671,0
1372,8125,10403,18015,36543,7517,12628,18015,38160,74703,0
2764,3585,3909,705,8199,3923,3923,705,8551,16750,0
6836,607585,855881,2080148,3543614,641018,848285,2080148,3569451,7113065,28388
5098,48126,31539,361602,441267,42710,31764,361602,436076,877343,0
4731,181873,344161,75124,601158,186459,343446,75124,605029,1206187,147701
3774,24049,31455,8237,63741,25249,31849,8237,65335,129076,0
2573,8076,1435,1768,11279,8355,1434,1768,11557,22836,0
5553,65852,45084,103736,214672,67234,45115,103736,216085,430757,0
6814,166455,174997,423551,765003,169905,174928,423551,768384,1533387,176362
5582,35818,61436,193117,290371,30381,61608,193117,285106,575477,0
5554,28022,68243,145817,242082,28717,68392,145817,242926,485008,0
2412,335603,801450,86935,1223988,331429,798522,86935,1216886,2440874,646195
1130,61980,68673,2977,133630,61424,68629,2977,133030,266660,0
6615,207132,280071,83830,571033,211808,281135,83830,576773,1147806,86523
7736,29046,22846,26470,78362,33260,22707,26470,82437,160799,0
5200,10405,11497,52463,74365,11489,11496,52463,75448,149813,0
5840,373,369,467,1209,659,370,467,1496,2705,0
5255,278149,509546,522479,1310174,263243,503892,522479,1289614,2599788,13160
5009,3697,5798,5600,15095,5062,5824,5600,16486,31581,0
5296,2522,2054,3485,8061,3076,2047,3485,8608,16669,0
6914,109989,124306,439008,673303,104862,124362,439008,668232,1341535,0
2823,13793,14815,8544,37152,14632,14799,8544,37975,75127,2986
3267,165163,317893,221138,704194,163861,325631,221138,710630,1414824,10434
5353,12411,15373,45484,73268,11867,15490,45484,72841,146109,0
4449,6167,13067,1471,20705,7353,13233,1471,22057,42762,0
5099,81408,100527,369133,551068,73966,100722,369133,543821,1094889,0
5583,69771,61431,171603,302805,74628,61762,171603,307993,610798,0
3031,19167,36071,34860,90098,19511,37508,34860,91879,181977,0
2745,173240,78226,99525,350991,172007,81179,99525,352711,703702,0
0546,10655,82717,230645,324017,12584,82787,230645,326016,650033,0
5879,48253,78144,52176,178573,47033,79231,52176,178440,357013,0
5319,11696,21901,35555,69152,12457,21589,35555,69601,138753,0
2556,11098,2664,2599,16361,11471,2676,2599,16746,33107,0
8233,13984,2769,9492,26245,16221,2783,9492,28496,54741,37547
4365,12366,25732,17398,55496,13215,25725,17398,56338,111834,0
3785,128,251,0,379,155,261,0,416,795,0
5121,222762,386098,2124774,2733634,245398,375646,2124774,2745818,5479452,111
6850,55499,148541,150019,354059,52372,150193,150019,352584,706643,0
5555,20092,19212,37015,76319,20311,19168,37015,76494,152813,0
2653,1990,418,26,2434,2074,420,26,2520,4954,0
5301,17199,13729,68823,99751,17340,13732,68823,99895,199646,0
5595,1742866,1969490,5633137,9345493,1904851,1984546,5633136,9522533,18868026,12898160
6926,51573,40727,142154,234454,42700,40795,142154,225649,460103,0
4069,866,1077,15,1958,740,1089,15,1844,3802,0
9792,78259,57083,72457,207799,93182,57082,72457,222721,430520,0
4593,502,149,0,651,946,180,0,1126,1777,0
5556,51089,60225,145220,256534,56945,60331,145220,262496,519030,0
6274,40353,70910,2952,114215,40097,70695,2952,113744,227959,0
9718,11539,9925,8116,29580,12354,9931,8116,30401,59981,0
2795,61,39,5,105,135,32,5,172,277,0
3202,41182,6928,38358,86468,49075,6755,38358,94188,180656,0
2574,38231,66524,12771,117526,33369,67066,12771,113206,230732,0
5048,60415,105928,400522,566865,51040,110985,400522,562547,1129412,10050
4070,3347,3698,0,7045,3564,3688,0,7252,14297,0
9855,56681,52146,80410,189237,67295,52152,80410,199857,389094,0
9747,10301,7648,2272,20221,12238,7656,2272,22166,42387,0
9752,75380,65909,96257,237546,79130,65905,96257,241292,478838,0
9762,46925,42577,45443,134945,46151,42578,45443,134172,269117,0
5557,63334,71138,123403,257875,69911,71440,123403,264754,522629,0
4616,7077,7480,6030,20587,8755,7614,6030,22399,42986,0
3828,27492,30335,14318,72145,31315,30308,14318,75941,148086,0
6861,276763,701592,1183708,2162063,276027,716128,1183708,2175863,4337926,355824
6853,41565,78988,108878,229431,40783,78184,108878,227845,457276,0
6349,10808,462,4124,15394,11158,469,4124,15751,31145,0
5457,13113,18738,27017,58868,14517,18703,27017,60237,119105,0
2562,18923,9309,2252,30484,18959,9403,2252,30614,61098,0
4876,7508,8101,8156,23765,11258,8213,8156,27627,51392,0
2451,31055,83226,16277,130558,30599,83474,16277,130350,260908,3111
3005,644,120,654,1418,416,124,654,1194,2612,0
7515,428,401,660,1489,406,404,660,1470,2959,0
1227,33571,25498,18261,77330,37079,25515,18261,80855,158185,0
6488,11590,14738,6684,33012,12439,14720,6684,33843,66855,0
8708,1130,774,0,1904,1163,767,0,1930,3834,0
8470,22188,7425,22242,51855,26385,7435,22242,56062,107917,0
3624,142170,253073,1171,396414,132393,253051,1171,386615,783029,0
2486,2332,7489,1192,11013,3641,7565,1192,12398,23411,0
5458,7810,29433,15069,52312,8439,29091,15069,52599,104911,0
3019,21239,30706,44099,96044,21435,33466,44099,99000,195044,0
5336,2548,1591,10363,14502,2233,1881,10363,14477,28979,0
3570,6,11,0,17,3,12,0,15,32,0
5821,308,689,112,1109,317,745,112,1174,2283,0
7504,7630,22200,2139,31969,9076,22237,2139,33452,65421,0
9627,35732,20096,19469,75297,38190,20097,19469,77756,153053,0
2049,4511,286,3981,8778,4614,285,3981,8880,17658,0
8824,739,524,0,1263,703,528,0,1231,2494,0
8825,3537,1444,0,4981,4644,1420,0,6064,11045,0
3905,43397,46856,41500,131753,33956,46824,41500,122280,254033,0
1143,21970,33604,2891,58465,22244,33572,2891,58707,117172,0
4617,8419,12633,1738,22790,8914,12631,1738,23283,46073,0
5896,122447,139475,73265,335187,115497,139868,73265,328630,663817,0
8056,22912,32960,46197,102069,28175,32999,46197,107371,209440,0
8505,13071,5363,4071,22505,11612,5316,4071,20999,43504,0
5408,88207,119117,443951,651275,87416,178983,443951,710350,1361625,0
1030,414426,876765,140290,1431481,430587,872570,140290,1443447,2874928,266980
5409,2024,3581,7217,12822,2680,3359,7217,13256,26078,0
9185,23277,35633,16541,75451,24381,34818,16541,75740,151191,0
4639,51972,61327,8589,121888,49016,63006,8589,120611,242499,0
9970,19239,19229,40304,78772,20294,19229,40304,79827,158599,0
7579,15749,9361,15038,40148,18774,9354,15038,43166,83314,0
3634,10125,22005,12047,44177,10546,22052,12047,44645,88822,6683
5484,159359,402270,331702,893331,183884,393118,331702,908704,1802035,4001
5100,76400,92797,481784,650981,76986,92706,481784,651476,1302457,0
5754,2764,7990,696,11450,3070,8805,696,12571,24021,0
6837,1673,2189,15173,19035,2989,2343,15173,20505,39540,0
2225,41237,40773,476,82486,40976,40796,476,82248,164734,0
1874,6949,12570,1933,21452,6726,12581,1933,21240,42692,0
1243,274561,488793,114337,877691,275475,482540,114337,872352,1750043,1272584
5832,7115,36642,2347,46104,6332,38430,2347,47109,93213,0
6007,3181,6872,8715,18768,7561,7263,8715,23539,42307,0
8826,2965,2222,0,5187,3052,2348,0,5400,10587,3781
4312,3023,4212,1035,8270,3023,4218,1035,8276,16546,0
1519,74467,180639,515503,770609,69432,186287,515502,771221,1541830,0
9778,25098,20425,29732,75255,30214,20426,29732,80372,155627,0
5078,37945,38209,179958,256112,35217,38700,179958,253875,509987,0
7295,33502,30397,4317,68216,34882,30567,4317,69766,137982,0
1822,3443,3155,557,7155,3602,3183,557,7342,14497,0
9628,21095,15592,15824,52511,29311,15591,15824,60726,113237,0
8473,69793,41802,30332,141927,67767,41665,30332,139764,281691,0
8554,45038,33537,15954,94529,49687,33866,15954,99507,194036,0
9814,37461,29087,90526,157074,44702,29086,90526,164314,321388,0
9796,61023,31261,50443,142727,75970,31266,50443,157679,300406,0
2313,8625,10325,1918,20868,8577,10327,1918,20822,41690,0
7406,4915,18014,110889,133818,8492,18292,110889,137673,271491,0
5325,24608,32946,103337,160891,26942,32368,103337,162647,323538,0
5233,2618,5695,16264,24577,3906,5618,16264,25788,50365,0
6524,4225,6201,2459,12885,4395,6403,2459,13257,26142,0
5628,28724,50575,53629,132928,30454,53845,53629,137928,270856,0
9943,131080,214184,141521,486785,129358,177475,141521,448354,935139,0
5356,105620,133708,492880,732208,107743,134091,492880,734714,1466922,81772
2305,12041,9843,2391,24275,12296,9847,2391,24534,48809,0
6008,59804,60907,167403,288114,61836,62058,167403,291297,579411,0
3107,5138,2845,14349,22332,5619,2856,14349,22824,45156,0
8625,673,215,0,888,672,211,0,883,1771,0
9721,44520,55432,23223,123175,49126,51304,23223,123653,246828,3037
9121,37687,51308,20383,109378,38853,50159,20383,109395,218773,0
9218,10499,4461,6659,21619,8293,4482,6659,19434,41053,0
6964,10255,28021,127585,165861,14052,28191,127585,169828,335689,0
5201,7442,6381,6412,20235,8405,6507,6412,21324,41559,0
3981,4511,4411,605,9527,6065,4398,605,11068,20595,0
3738,31637,54073,18075,103785,34245,54068,18075,106388,210173,0
4147,239,401,0,640,230,412,0,642,1282,0
7440,13311,21567,164779,199657,15407,21590,164779,201776,401433,0
2777,20111,29522,9056,58689,13491,31942,9056,54489,113178,0
9135,35517,37290,57524,130331,36831,37598,57524,131953,262284,0
8711,1406,464,0,1870,1570,469,0,2039,3909,0
9790,13499,12473,4176,30148,14312,12473,4176,30961,61109,0
9415,45417,45513,91465,182395,51934,45371,91465,188770,371165,0
9992,129992,76614,102832,309438,134404,76612,102832,313848,623286,28625
9864,38354,31852,85976,156182,39189,31839,85976,157004,313186,0
9483,25550,21634,27014,74198,29673,21654,27014,78341,152539,0
2077,7849,339,1994,10182,8964,346,1994,11304,21486,0
1429,185363,193034,916186,1294583,134459,192913,916186,1243558,2538141,0
1957,3883,5798,273,9954,4303,5784,273,10360,20314,0
8628,509,351,0,860,541,373,0,914,1774,0
7915,2038,2309,4907,9254,2288,2311,4907,9506,18760,0
3797,9612,8293,6891,24796,9095,8266,6891,24252,49048,0
4519,1100,1049,377,2526,1430,1342,377,3149,5675,0
7877,330662,555515,117551,1003728,336202,556035,117551,1009788,2013516,328994
6729,979,785,697,2461,1501,794,697,2992,5453,0
7211,5410,12093,1000,18503,6443,12203,1000,19646,38149,0
5101,286937,372378,903878,1563193,309036,371232,903878,1584146,3147339,525100
8420,25031,26832,9758,61621,24497,27046,9758,61301,122922,0
2576,56705,33830,20051,110586,65961,34123,20051,120135,230721,0
5668,38877,43577,45976,128430,45034,43590,45976,134600,263030,0
2770,21472,29589,27583,78644,17030,31827,27583,76440,155084,0
3408,30207,101953,31448,163608,28520,102335,31448,162303,325911,0
3409,3470,32858,1066,37394,5120,36695,1066,42881,80275,0
5011,46006,97554,88800,232360,48431,100080,88800,237311,469671,0
5942,1927,2363,1501,5791,2338,2473,1501,6312,12103,0
2877,3120,7070,2485,12675,2657,9132,2485,14274,26949,0
2963,10902,32429,5105,48436,11585,32657,5105,49347,97783,0
2480,1080,831,671,2582,1510,824,671,3005,5587,0
8441,11579,4901,1127,17607,9407,4882,1127,15416,33023,0
2306,3057,7009,281,10347,3345,7023,281,10649,20996,0
8432,20900,16170,5361,42431,23473,16127,5361,44961,87392,0
3052,26171,41918,51067,119156,26876,41901,51067,119844,239000,0
3060,1154,1900,3515,6569,2006,1901,3515,7422,13991,0
5421,205328,258772,914739,1378839,197350,258327,914739,1370416,2749255,24137
2103,2383,1091,5,3479,2745,1099,5,3849,7328,0
2855,6,16,0,22,26,17,0,43,65,0
5145,61470,72416,193380,327266,54939,72369,193380,320688,647954,0
1823,402800,830594,203130,1436524,395488,824980,203130,1423598,2860122,702943
7212,6552,9712,1387,17651,7070,9829,1387,18286,35937,0
2652,3413,8106,2508,14027,3155,8390,2508,14053,28080,0
3579,4589,2635,2576,9800,4487,2792,2576,9855,19655,0
8326,184634,206416,29657,420707,183261,209090,29657,422008,842715,0
3030,217243,434158,491517,1142918,221049,435465,491517,1148031,2290949,330459
5753,34248,37831,28984,101063,36521,35386,28984,100891,201954,0
5502,2477,2328,2708,7513,2823,2315,2708,7846,15359,0
3830,11633,13854,5732,31219,14748,13870,5732,34350,65569,0
3901,6637,14032,3283,23952,10766,14020,3283,28069,52021,0
3861,5588,4422,2274,12284,6583,4413,2274,13270,25554,0
8632,13915,12382,2080,28377,14788,9789,2080,26657,55034,141
7897,3220,1875,2199,7294,3582,1870,2199,7651,14945,0
2893,12216,17540,6715,36471,10272,18809,6715,35796,72267,0
2765,10802,19176,1181,31159,9877,19388,1181,30446,61605,0
7348,52909,88692,59883,201484,55740,100750,59883,216373,417857,0
3588,1082,733,658,2473,1306,898,658,2862,5335,0
6781,5795,5121,1111,12027,6315,5122,1111,12548,24575,0
4188,225,445,0,670,218,435,0,653,1323,0
5036,23,23,307,353,55,24,307,386,739,0
2538,613,22,0,635,448,23,0,471,1106,0
2452,2220,156,226,2602,2219,155,226,2600,5202,0
6417,515055,688621,190805,1394481,518541,686985,190804,1396330,2790811,1200044
5961,52777,135311,19192,207280,51875,136720,19192,207787,415067,0
5962,7,72,0,79,21,72,0,93,172,244
6690,16399,10018,3955,30372,17192,10081,3955,31228,61600,0
5357,148966,234299,291524,674789,159021,236941,291524,687486,1362275,56423
5412,182,279,731,1192,224,327,731,1282,2474,172860
5297,20,12,2,34,26,17,2,45,79,0
5413,7638,9088,36840,53566,8357,9061,36840,54258,107824,0
4525,49891,85939,13709,149539,51066,86515,13709,151290,300829,0
2766,695,2287,5,2987,923,2317,5,3245,6232,0
5033,129775,221584,119296,470655,117490,215722,119296,452508,923163,151340
6901,13654,21692,33569,68915,11236,21439,33569,66244,135159,0
4436,181,323,159,663,276,332,159,767,1430,4161
7055,31031,77133,43355,151519,31421,80718,43355,155494,307013,0
3099,2025,8456,26191,36672,4097,8454,26191,38742,75414,0
6000,13299,9444,122436,145179,11376,9333,122436,143145,288324,0
9317,14565,10073,15206,39844,17963,11892,15206,45061,84905,0
8057,25085,41877,35478,102440,26805,42060,35478,104343,206783,0
1994,2533,247,2922,5702,2853,247,2922,6022,11724,0
4878,106779,31697,40495,178971,114122,32115,40495,186732,365703,37128
6616,6018,814,1814,8646,6248,840,1814,8902,17548,0
9994,67191,43758,39011,149960,66958,43757,39011,149726,299686,0
9967,7702,9210,4465,21377,10673,9209,4465,24347,45724,0
9757,30998,26668,26463,84129,27901,26670,26463,81034,165163,0
9993,42913,32327,27913,103153,41203,32329,27913,101445,204598,0
1040,17093,9692,1166,27951,16902,9657,1166,27725,55676,0
1212,26696,42967,1563,71226,28244,43314,1563,73121,144347,0
1691,5150,3160,2430,10740,5638,3177,2430,11245,21985,0
8681,429,31,0,460,352,29,0,381,841,0
9906,14407,9333,2829,26569,15872,9359,2829,28060,54629,0
7027,2822,1674,4946,9442,3587,1701,4946,10234,19676,0
9866,108631,90432,114959,314022,122916,90388,114959,328263,642285,127857
9868,59974,63657,27748,151379,64831,63666,27748,156245,307624,0
9622,19282,14667,10884,44833,27171,14670,10884,52725,97558,0
9490,23450,145937,4009,173396,22208,145330,4009,171547,344943,348
5034,4213,7752,11135,23100,6051,8095,11135,25281,48381,0
9397,8260,69262,68946,146468,9046,74712,68946,152704,299172,0
8713,62491,126925,47117,236533,70263,112368,47117,229748,466281,0
8682,141,19,0,160,165,17,0,182,342,0
