NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,0809 Entries & Exits,0809 Interchanges
5687,109521,87592,251242,448355,109521,87592,251242,448355,896710,52967
4175,581,108,226,915,581,108,226,915,1830,0
8050,377,183,687,1247,377,183,687,1247,2494,0
8618,1826,504,0,2330,1826,504,0,2330,4660,0
8051,48655,80349,49726,178730,48655,80349,49726,178730,357460,2085
9023,1591,798,570,2959,1591,798,570,2959,5918,0
6812,164588,187238,374665,726491,164588,187238,374665,726491,1452982,245039
6958,22917,35223,111753,169893,22917,35223,111753,169893,339786,0
7289,16434,19121,9047,44602,16434,19121,9047,44602,89204,666
7006,2380,1967,1201,5548,2380,1967,1201,5548,11096,0
8807,34629,13469,19477,67575,34629,13469,19477,67575,135150,0
3623,157280,246942,126627,530849,157280,246942,126627,530849,1061698,0
5702,2847,6830,2045,11722,2847,6830,2045,11722,23444,0
2222,17810,28152,10486,56448,17810,28152,10486,56448,112896,0
7290,17,49,0,66,17,49,0,66,132,0
2422,19378,1336,805,21519,19378,1336,805,21519,43038,0
4182,1117,185,439,1741,1117,185,439,1741,3482,0
3502,10,1244,0,1254,10,1244,0,1254,2508,0
4317,4020,1742,0,5762,4020,1742,0,5762,11524,0
1865,9286,6209,4047,19542,9286,6209,4047,19542,39084,0
7085,3727,7380,14159,25266,3727,7380,14159,25266,50532,0
5483,98807,245004,446283,790094,98807,245004,446283,790094,1580188,0
8500,110603,76754,84163,271520,110603,76754,84163,271520,543040,0
8565,68929,78772,49191,196892,68929,78772,49191,196892,393784,0
2945,17104,34510,20722,72336,17104,34510,20722,72336,144672,0
1975,3511,1360,2017,6888,3511,1360,2017,6888,13776,0
3176,113784,149371,216678,479833,113784,149371,216678,479833,959666,0
6873,21918,28574,84482,134974,21918,28574,84482,134974,269948,0
2743,1378,513,36,1927,1378,513,36,1927,3854,0
2550,38954,13202,6087,58243,38954,13202,6087,58243,116486,553
2549,49854,32098,13083,95035,49854,32098,13083,95035,190070,44
9767,58685,40853,55161,154699,58685,40853,55161,154699,309398,0
9107,22053,41371,31015,94439,22053,41371,31015,94439,188878,0
2279,32060,52870,20826,105756,32060,52870,20826,105756,211512,0
2280,6512,12357,1556,20425,6512,12357,1556,20425,40850,0
5927,11212,9168,7008,27388,11212,9168,7008,27388,54776,0
6200,2416,787,688,3891,2416,787,688,3891,7782,0
1658,106166,167679,60156,334001,106166,167679,60156,334001,668002,3353
7008,81571,114411,11975,207957,81571,114411,11975,207957,415914,582
9791,24194,17215,22430,63839,24194,17215,22430,63839,127678,0
6913,54065,68479,201493,324037,54065,68479,201493,324037,648074,0
1395,40806,45701,159348,245855,40806,45701,159348,245855,491710,0
1179,23276,31914,43496,98686,23276,31914,43496,98686,197372,0
4409,471,467,10,948,471,467,10,948,1896,0
5324,15089,17957,45519,78565,15089,17957,45519,78565,157130,0
2946,26499,104282,19879,150660,26499,104282,19879,150660,301320,0
5689,60810,45032,102707,208549,60810,45032,102707,208549,417098,0
4124,279,371,0,650,279,371,0,650,1300,0
3811,49366,44208,36817,130391,49366,44208,36817,130391,260782,0
2536,9264,525,101,9890,9264,525,101,9890,19780,0
3812,80748,121323,97036,299107,80748,121323,97036,299107,598214,0
4412,9288,7687,0,16975,9288,7687,0,16975,33950,0
3680,11770,20074,8085,39929,11770,20074,8085,39929,79858,0
1439,13980,23069,199718,236767,13980,23069,199718,236767,473534,0
3562,1122,10156,4022,15300,1122,10156,4022,15300,30600,0
3238,19955,31639,14236,65830,19955,31639,14236,65830,131660,0
5682,79125,94799,50922,224846,79125,94799,50922,224846,449692,0
3504,13440,73081,21279,107800,13440,73081,21279,107800,215600,0
7022,955302,1777349,1053268,3785919,955302,1777349,1053268,3785919,7571838,329669
6962,10948,19247,44915,75110,10948,19247,44915,75110,150220,0
9768,113409,82999,133709,330117,113409,82999,133709,330117,660234,9251
1440,38605,71165,597654,707424,38605,71165,597654,707424,1414848,13506
9878,16409,16008,16215,48632,16409,16008,16215,48632,97264,0
1129,18869,30750,42369,91988,18869,30750,42369,91988,183976,0
1016,30613,48881,11965,91459,30613,48881,11965,91459,182918,0
1441,13144,29426,238124,280694,13144,29426,238124,280694,561388,0
5164,152986,368515,266270,787771,152939,368352,265952,787243,1575014,16940
5007,138384,355382,201386,695152,138431,355544,201704,695679,1390831,25495
7292,3399,4324,1210,8933,3399,4324,1210,8933,17866,0
2186,20509,10214,6802,37525,20509,10214,6802,37525,75050,0
3542,169,3587,471,4227,169,3587,471,4227,8454,0
9112,10101,13902,4124,28127,10101,13902,4124,28127,56254,0
3815,92072,103544,101644,297260,92072,103544,101644,297260,594520,0
3899,1215607,2933475,1093460,5242542,1215607,2933475,1093460,5242542,10485084,1042297
3900,382759,449202,447913,1279874,382759,449202,447913,1279874,2559748,473517
9624,29109,16886,31817,77812,29109,16886,31817,77812,155624,0
9969,28061,22010,68964,119035,28061,22010,68964,119035,238070,0
9877,13714,11532,14275,39521,13714,11532,14275,39521,79042,0
1964,12809,8456,3435,24700,12809,8456,3435,24700,49400,0
2118,233266,477587,46760,757613,233266,477587,46760,757613,1515226,285965
6201,5132,2286,2051,9469,5132,2286,2051,9469,18938,0
9702,49057,38332,58175,145564,49057,38332,58175,145564,291128,0
4068,109233,50245,23261,182739,109233,50245,23261,182739,365478,14368
9769,22758,14368,21991,59117,22758,14368,21991,59117,118234,0
2640,45002,31172,12285,88459,45002,31172,12285,88459,176918,9476
9028,21116,11111,13907,46134,21116,11111,13907,46134,92268,0
9897,37307,27274,27274,91855,37307,27274,27274,91855,183710,0
1442,49865,20894,60999,131758,49865,20894,60999,131758,263516,0
8621,1161,737,0,1898,1161,737,0,1898,3796,0
5405,93150,133798,356494,583442,93150,133798,356494,583442,1166884,0
5406,66584,92898,239997,399479,66584,92898,239997,399479,798958,0
9704,3555,852,2523,6930,3555,852,2523,6930,13860,0
9680,18829,14568,14768,48165,18829,14568,14768,48165,96330,0
3098,4213,8739,33432,46384,4213,8739,33432,46384,92768,0
5703,14448,79180,22247,115875,14448,79180,22247,115875,231750,12717
8359,65139,82880,38004,186023,65139,82880,38004,186023,372046,5990
2919,12316,31124,17899,61339,12316,31124,17899,61339,122678,0
7914,2190,396,0,2586,2190,396,0,2586,5172,0
5351,66760,99207,275131,441098,66760,99207,275131,441098,882196,0
5077,70203,78977,342892,492072,70228,79030,343612,492870,984942,38310
5047,94178,138692,581847,814717,94153,138638,581128,813919,1628636,33921
3820,114248,85986,110919,311153,114248,85986,110919,311153,622306,0
9795,71715,47858,84905,204478,71715,47858,84905,204478,408956,1497
8232,9590,8019,4864,22473,9590,8019,4864,22473,44946,0
3568,95,1731,181,2007,95,1731,181,2007,4014,0
2425,3773,260,230,4263,3773,260,230,4263,8526,0
6874,161534,179763,782039,1123336,161534,179763,782039,1123336,2246672,0
7447,299849,395465,320686,1016000,299849,395465,320686,1016000,2032000,0
539,13481,39866,73852,127199,13481,39866,73852,127199,254398,0
7469,147753,117646,423267,688666,147753,117646,423267,688666,1377332,0
5836,40984,39351,37716,118051,40984,39351,37716,118051,236102,0
2762,5726,15200,3148,24074,5726,15200,3148,24074,48148,0
5820,11,77,0,88,11,77,0,88,176,0
6664,48342,31552,52254,132148,48342,31552,52254,132148,264296,0
7051,2186,7069,6215,15470,2186,7069,6215,15470,30940,0
5097,10584,14634,19763,44981,10584,14634,19763,44981,89962,0
9911,272433,153049,423152,848634,272433,153049,423152,848634,1697268,0
3004,30063,53587,35809,119459,30063,53587,35809,119459,238918,0
5144,98964,166146,487098,752208,98964,166146,487098,752208,1504416,268855
5008,9582,14413,11011,35006,9582,14413,11011,35006,70012,0
2947,5424,3855,7948,17227,5424,3855,7948,17227,34454,0
9707,7295,6926,6258,20479,7295,6926,6258,20479,40958,0
5199,273466,483534,844167,1601167,273466,483534,844167,1601167,3202334,42028
7792,613,304,15,932,613,304,15,932,1864,0
2870,74576,121564,90307,286447,74576,121564,90307,286447,572894,2639
5352,82701,122448,334979,540128,82701,122448,334979,540128,1080256,0
1372,7308,11299,16477,35084,7308,11299,16477,35084,70168,0
2764,6201,5897,2314,14412,6201,5897,2314,14412,28824,0
6836,660544,826750,2200432,3687726,660544,826750,2200432,3687726,7375452,30968
5098,48433,40167,348402,437002,48433,40167,348402,437002,874004,0
4731,223246,438419,102837,764502,223246,438419,102837,764502,1529004,147717
3774,33217,39448,11749,84414,33217,39448,11749,84414,168828,0
2573,9173,1921,1417,12511,9173,1921,1417,12511,25022,0
5553,87239,56248,172618,316105,87239,56248,172618,316105,632210,0
6814,187180,200228,465088,852496,187180,200228,465088,852496,1704992,160047
5582,39683,67676,147620,254979,39683,67676,147620,254979,509958,0
5554,40281,92480,130169,262930,40281,92480,130169,262930,525860,0
2412,368126,892729,153824,1414679,368126,892729,153824,1414679,2829358,603514
1130,63664,90157,114578,268399,63664,90157,114578,268399,536798,0
6615,226527,310027,97893,634447,226527,310027,97893,634447,1268894,119276
7736,33364,31919,28182,93465,33364,31919,28182,93465,186930,0
5200,10337,15550,56726,82613,10337,15550,56726,82613,165226,0
5840,501,466,5,972,501,466,5,972,1944,0
5255,310945,570174,563863,1444982,310945,570174,563863,1444982,2889964,16406
5009,4175,7841,8666,20682,4175,7841,8666,20682,41364,0
5296,3153,2556,4644,10353,3153,2556,4644,10353,20706,0
6914,104559,131293,421922,657774,104559,131293,421922,657774,1315548,0
2823,15443,14020,13538,43001,15443,14020,13538,43001,86002,2558
3267,163455,371220,245778,780453,163455,371220,245778,780453,1560906,19447
5353,13911,17711,51251,82873,13911,17711,51251,82873,165746,0
4449,16827,7658,3009,27494,16827,7658,3009,27494,54988,0
5099,80509,106523,372081,559113,80509,106523,372081,559113,1118226,0
5583,102300,83493,189585,375378,102300,83493,189585,375378,750756,0
3031,19678,36819,39595,96092,19678,36819,39595,96092,192184,0
2745,154655,87108,100309,342072,154655,87108,100309,342072,684144,0
546,7657,57969,104140,169766,7657,57969,104140,169766,339532,0
5879,60742,84473,55557,200772,60742,84473,55557,200772,401544,0
5319,10932,19981,35905,66818,10932,19981,35905,66818,133636,0
2556,11816,2596,1886,16298,11816,2596,1886,16298,32596,0
8233,16526,2785,12537,31848,16526,2785,12537,31848,63696,1367
4365,16646,29027,16839,62512,16646,29027,16839,62512,125024,0
3785,490,275,0,765,490,275,0,765,1530,0
6850,61969,147144,147441,356554,61969,147144,147441,356554,713108,0
5555,22445,23157,47213,92815,22445,23157,47213,92815,185630,0
2653,2495,806,68,3369,2495,806,68,3369,6738,0
5301,20659,16649,74660,111968,20659,16649,74660,111968,223936,0
5595,1922871,2151936,4647909,8722716,1922871,2151936,4647909,8722716,17445432,16354822
6926,51650,63422,201205,316277,51650,63422,201205,316277,632554,2
4069,1756,740,0,2496,1756,740,0,2496,4992,0
9792,89505,63064,101644,254213,89505,63064,101644,254213,508426,0
4593,716,179,126,1021,716,179,126,1021,2042,0
5556,62537,68174,172655,303366,62537,68174,172655,303366,606732,0
6274,43161,72092,2560,117813,43161,72092,2560,117813,235626,0
9718,13882,11394,10742,36018,13882,11394,10742,36018,72036,0
2795,44,59,5,108,44,59,5,108,216,0
3202,70548,10373,60017,140938,70548,10373,60017,140938,281876,0
2574,60854,39511,13038,113403,60854,39511,13038,113403,226806,0
5048,70617,112679,383349,566645,70617,112679,383349,566645,1133290,4891
4070,7392,1994,0,9386,7392,1994,0,9386,18772,0
9855,70701,60019,60692,191412,70701,60019,60692,191412,382824,0
9747,11925,8718,6874,27517,11925,8718,6874,27517,55034,0
9752,78157,71002,107090,256249,78157,71002,107090,256249,512498,0
9762,49775,47138,71106,168019,49775,47138,71106,168019,336038,0
5557,77849,84870,140072,302791,77849,84870,140072,302791,605582,0
4616,11726,13151,17471,42348,11726,13151,17471,42348,84696,0
3828,37332,34372,22460,94164,37332,34372,22460,94164,188328,0
6861,302050,702178,1247681,2251909,301971,701908,1246951,2250830,4502739,385636
6853,43661,74611,105379,223651,43740,74881,106109,224730,448381,0
9882,24842,8497,18927,52266,24842,8497,18927,52266,104532,0
6349,11653,488,3745,15886,11653,488,3745,15886,31772,0
5457,12916,21196,27682,61794,12916,21196,27682,61794,123588,0
2562,24078,8731,2397,35206,24078,8731,2397,35206,70412,0
4876,10065,10100,8099,28264,10065,10100,8099,28264,56528,0
2451,43064,77612,14846,135522,43064,77612,14846,135522,271044,4201
3005,363,78,619,1060,363,78,619,1060,2120,0
7515,1067,77,427,1571,1067,77,427,1571,3142,0
1227,38405,29943,24775,93123,38405,29943,24775,93123,186246,0
6488,11166,14410,13940,39516,11166,14410,13940,39516,79032,0
8708,1235,688,242,2165,1235,688,242,2165,4330,0
8470,26431,7704,33445,67580,26431,7704,33445,67580,135160,0
3624,203970,533705,171488,909163,203970,533705,171488,909163,1818326,0
2486,3507,8429,3184,15120,3507,8429,3184,15120,30240,0
5458,10698,28953,15622,55273,10698,28953,15622,55273,110546,0
3019,20675,31947,44760,97382,20675,31947,44760,97382,194764,0
5336,2639,2104,14732,19475,2639,2104,14732,19475,38950,0
3570,3,56,0,59,3,56,0,59,118,0
5821,387,3188,136,3711,387,3188,136,3711,7422,0
7504,9251,25105,3801,38157,9251,25105,3801,38157,76314,0
9627,38991,22927,32290,94208,38991,22927,32290,94208,188416,0
2049,5237,197,1783,7217,5237,197,1783,7217,14434,0
8824,659,472,0,1131,659,472,0,1131,2262,0
8825,4810,1552,0,6362,4810,1552,0,6362,12724,0
3905,45036,44386,49089,138511,45036,44386,49089,138511,277022,0
1143,23483,40288,60395,124166,23483,40288,60395,124166,248332,0
4617,13058,20755,3602,37415,13058,20755,3602,37415,74830,0
5896,149383,171929,83960,405272,149383,171929,83960,405272,810544,0
8056,24453,32235,43465,100153,24453,32235,43465,100153,200306,0
8505,12545,6286,17876,36707,12545,6286,17876,36707,73414,0
5408,93552,175394,426094,695040,93552,175394,426094,695040,1390080,0
1030,474107,957526,828295,2259928,474107,957526,828295,2259928,4519856,213398
5409,2886,4578,9691,17155,2886,4578,9691,17155,34310,0
9185,23691,36689,17218,77598,23691,36689,17218,77598,155196,0
4639,64225,90562,169818,324605,64225,90562,169818,324605,649210,0
9970,20037,21802,58618,100457,20037,21802,58618,100457,200914,0
7579,17088,11347,16479,44914,17088,11347,16479,44914,89828,0
3634,15569,25384,10559,51512,15569,25384,10559,51512,103024,5104
5484,183397,392951,364361,940709,183397,392951,364361,940709,1881418,4877
5100,85740,108093,469490,663323,85740,108093,469490,663323,1326646,0
5754,2470,12660,1042,16172,2470,12660,1042,16172,32344,0
6837,3157,2569,9533,15259,3157,2569,9533,15259,30518,0
2225,55310,113680,59031,228021,55310,113680,59031,228021,456042,0
1874,7244,11889,1009,20142,7244,11889,1009,20142,40284,0
1243,322807,515880,138552,977239,322807,515880,138552,977239,1954478,891420
5832,8188,39137,2383,49708,8188,39137,2383,49708,99416,0
6007,9311,20740,11768,41819,9311,20740,11768,41819,83638,0
8826,3013,2337,0,5350,3013,2337,0,5350,10700,1630
4312,5799,1429,2163,9391,5799,1429,2163,9391,18782,0
1519,76011,118663,326303,520977,76011,118663,326303,520977,1041954,0
9778,24558,19657,36332,80547,24558,19657,36332,80547,161094,0
5078,45750,49945,208608,304303,45750,49945,208608,304303,608606,0
7295,36310,51255,6785,94350,36310,51255,6785,94350,188700,0
1822,4428,5152,677,10257,4428,5152,677,10257,20514,0
9628,23226,16478,19608,59312,23226,16478,19608,59312,118624,0
8473,73107,57276,70737,201120,73107,57276,70737,201120,402240,0
8554,51774,43973,49905,145652,51774,43973,49905,145652,291304,0
9814,40094,27062,92858,160014,40094,27062,92858,160014,320028,0
9902,8348,18756,6563,33667,8348,18756,6563,33667,67334,0
9796,76975,45498,76428,198901,76975,45498,76428,198901,397802,0
2313,9151,11328,1759,22238,9151,11328,1759,22238,44476,0
7406,5303,9909,79636,94848,5303,9909,79636,94848,189696,0
5325,27423,41321,106683,175427,27423,41321,106683,175427,350854,0
5233,3189,6669,16902,26760,3189,6669,16902,26760,53520,0
6524,3643,8516,1811,13970,3643,8516,1811,13970,27940,0
5628,33078,52622,48879,134579,33078,52622,48879,134579,269158,0
9943,134140,225816,162870,522826,134140,225816,162870,522826,1045652,0
5356,125642,145211,539105,809958,125642,145211,539105,809958,1619916,89796
2305,12775,11578,2167,26520,12775,11578,2167,26520,53040,0
6008,72983,65552,166722,305257,72983,65552,166722,305257,610514,0
3107,5633,3600,20783,30016,5633,3600,20783,30016,60032,0
8625,650,293,0,943,650,293,0,943,1886,0
9721,40865,44245,29982,115092,40865,44245,29982,115092,230184,3325
9121,40434,52208,20685,113327,40434,52208,20685,113327,226654,0
9218,11767,6318,5476,23561,11767,6318,5476,23561,47122,0
5201,7540,7891,5843,21274,7540,7891,5843,21274,42548,0
3981,5270,4149,465,9884,5270,4149,465,9884,19768,0
3738,40280,66828,24409,131517,40280,66828,24409,131517,263034,0
4147,655,175,0,830,655,175,0,830,1660,0
7440,14481,20404,110423,145308,14481,20404,110423,145308,290616,0
2777,16156,35391,53480,105027,16156,35391,53480,105027,210054,0
9135,40766,40892,54701,136359,40766,40892,54701,136359,272718,0
8711,1471,391,202,2064,1471,391,202,2064,4128,0
9790,13301,12029,9751,35081,13301,12029,9751,35081,70162,0
9415,53166,55329,89542,198037,53166,55329,89542,198037,396074,0
9992,137324,87392,143591,368307,137324,87392,143591,368307,736614,31546
9864,35807,32312,97462,165581,35807,32312,97462,165581,331162,0
9483,30061,24324,31849,86234,30061,24324,31849,86234,172468,0
2077,8678,826,3076,12580,8678,826,3076,12580,25160,0
1429,47397,112595,849118,1009110,47397,112595,849118,1009110,2018220,0
1957,8908,8451,797,18156,8908,8451,797,18156,36312,0
8628,700,448,0,1148,700,448,0,1148,2296,0
7915,2795,721,1339,4855,2795,721,1339,4855,9710,0
3797,13977,8718,11747,34442,13977,8718,11747,34442,68884,0
4519,1579,1240,1245,4064,1579,1240,1245,4064,8128,0
7877,307873,646033,138312,1092218,307873,646033,138312,1092218,2184436,295170
6729,1400,633,1457,3490,1400,633,1457,3490,6980,0
7211,5580,13987,111,19678,5580,13987,111,19678,39356,0
5101,290448,408442,905263,1604153,290448,408442,905263,1604153,3208306,558948
8420,25688,28125,24231,78044,25688,28125,24231,78044,156088,0
2576,59074,43436,22531,125041,59074,43436,22531,125041,250082,0
5668,51959,51069,57690,160718,51959,51069,57690,160718,321436,0
2770,23104,40402,40784,104290,23104,40402,40784,104290,208580,0
3408,22763,145430,29795,197988,22763,145430,29795,197988,395976,0
3409,2439,46135,1297,49871,2439,46135,1297,49871,99742,0
5011,47014,108793,112749,268556,47014,108793,112749,268556,537112,0
5942,2624,3486,2235,8345,2624,3486,2235,8345,16690,0
2877,3652,9856,9764,23272,3652,9856,9764,23272,46544,0
2963,21863,63461,29377,114701,21863,63465,29391,114719,229420,0
5412,52694,87820,83179,223693,51968,86283,81162,219413,443106,69465
2480,1967,1072,624,3663,1967,1072,624,3663,7326,0
8441,10297,6465,5296,22058,10297,6465,5296,22058,44116,0
2306,3639,11019,256,14914,3639,11019,256,14914,29828,0
8432,24926,23624,19458,68008,24926,23624,19458,68008,136016,0
3052,34515,44528,55336,134379,34515,44528,55336,134379,268758,0
3060,2455,1995,4935,9385,2455,1995,4935,9385,18770,0
5421,266502,348189,939256,1553947,266502,348189,939256,1553947,3107894,75441
2103,3008,1101,0,4109,3008,1101,0,4109,8218,0
2855,14,14,0,28,14,14,0,28,56,0
5145,72114,105555,228132,405801,72114,105555,228132,405801,811602,0
1823,471349,845890,240381,1557620,471349,845890,240381,1557620,3115240,508200
7212,7512,9683,2184,19379,7512,9683,2184,19379,38758,0
2652,3757,9297,6406,19460,3757,9297,6406,19460,38920,0
3579,1714,2966,6084,10764,1714,2966,6084,10764,21528,0
8326,169054,248183,206699,623936,169054,248183,206699,623936,1247872,0
3030,229003,472913,526276,1228192,229003,472913,526276,1228192,2456384,181367
5753,33801,68266,35922,137989,33801,68266,35922,137989,275978,0
5502,1458,1765,2041,5264,1458,1765,2041,5264,10528,0
3901,11775,14727,3230,29732,11775,14727,3230,29732,59464,0
3830,15878,16146,8268,40292,15878,16146,8268,40292,80584,0
3861,5732,4457,2635,12824,5732,4457,2635,12824,25648,0
8632,19206,14171,2666,36043,19206,14171,2666,36043,72086,717
7897,4324,2069,2467,8860,4324,2069,2467,8860,17720,0
2893,10226,20144,21062,51432,10226,20144,21062,51432,102864,0
2765,11856,24959,20961,57776,11856,24959,20961,57776,115552,0
7348,67598,136941,75233,279772,67598,136941,75233,279772,559544,0
3588,427,1031,1179,2637,427,1031,1179,2637,5274,0
6781,6771,5627,3206,15604,6771,5627,3206,15604,31208,0
4188,323,250,0,573,323,250,0,573,1146,0
5036,39,35,243,317,39,35,243,317,634,0
2538,261,66,5,332,261,66,5,332,664,0
2452,1579,687,124,2390,1579,687,124,2390,4780,0
6417,527418,848901,513838,1890157,527418,848901,513838,1890157,3780314,799714
5961,69721,134863,19448,224032,69721,134863,19448,224032,448064,187
5962,13542,19887,3369,36798,13542,19887,3369,36798,73596,105
6690,19861,11432,10108,41401,19861,11432,10108,41401,82802,0
5357,102312,186910,279322,568544,103039,188447,281339,572825,1141369,62772
5297,1,6,45,52,1,6,45,52,104,0
5413,7977,10720,35424,54121,7977,10720,35424,54121,108242,0
4525,56564,103537,140348,300449,56564,103537,140348,300449,600898,0
2766,856,2054,23,2933,856,2054,23,2933,5866,0
5033,122087,227024,123585,472696,122087,227024,123585,472696,945392,127909
6901,12648,22148,39818,74614,12648,22148,39818,74614,149228,0
4436,535,132,80,747,535,132,80,747,1494,491
7055,43404,87264,52138,182806,43404,87264,52138,182806,365612,0
3099,2083,7438,23933,33454,2083,7438,23933,33454,66908,0
6000,11551,10289,108742,130582,11551,10289,108742,130582,261164,0
9317,20492,14261,19956,54709,20492,14261,19956,54709,109418,0
8057,27078,48561,37441,113080,27078,48561,37441,113080,226160,0
1994,2824,319,1374,4517,2824,319,1374,4517,9034,0
4878,133233,35118,46590,214941,133233,35118,46590,214941,429882,58460
6616,10255,4404,3027,17686,10255,4404,3027,17686,35372,0
9994,67167,46476,61254,174897,67167,46476,61254,174897,349794,0
9967,10188,9799,7185,27172,10188,9799,7185,27172,54344,0
9757,31430,27146,32702,91278,31430,27146,32702,91278,182556,0
9993,42675,36162,36452,115289,42675,36162,36452,115289,230578,0
1040,18868,12762,35938,67568,18868,12762,35938,67568,135136,0
1212,30304,51261,56562,138127,30304,51261,56562,138127,276254,0
1691,6933,3861,2731,13525,6933,3861,2731,13525,27050,0
8681,318,53,0,371,318,53,0,371,742,0
9906,16156,10463,8441,35060,16156,10463,8441,35060,70120,0
7027,4021,2593,6563,13177,4021,2593,6563,13177,26354,0
9866,119622,96485,159018,375125,119622,96485,159018,375125,750250,125979
9868,66403,66409,48639,181451,66403,66409,48639,181451,362902,0
9622,22899,17898,14946,55743,22899,17898,14946,55743,111486,0
9490,25098,138593,3622,167313,25098,138593,3622,167313,334626,24213
5034,5495,8976,9061,23532,5495,8976,9061,23532,47064,0
9397,11621,86888,71038,169547,11621,86888,71038,169547,339094,0
8713,75010,133596,49441,258047,75010,133596,49441,258047,516094,0
