NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1213 Entries & Exits,Interchanges
5131,282907,437048,867760,1587715,282907,437048,867760,1587715,3175430,
3813,51294,2244,51273,104811,51294,2244,51273,104811,209622,
3801,77352,3068,41554,121974,77352,3068,41554,121974,243948,35870.8949
3982,168649,10702,96867,276218,168649,10702,96867,276218,552436,
8976,540996,831058,296982,1669036,540996,831058,296982,1669036,3338072,200863.5489
9090,17151,27640,17358,62149,17151,27640,17358,62149,124298,
4435,11271,5535,0,16806,11271,5535,0,16806,33612,
4440,424,183,0,607,424,183,0,607,1214,
3602,95619,62901,31178,189698,95619,62901,31178,189698,379396,
2448,21737,14849,4152,40738,21737,14849,4152,40738,81476,
4303,65640,95446,195,161281,65640,95446,195,161281,322562,
2552,113334,39008,29431,181773,113334,39008,29431,181773,363546,
8600,64,18,0,82,64,18,0,82,164,
8601,1079,704,0,1783,1079,704,0,1783,3566,
8602,359,168,0,527,359,168,0,527,1054,
7662,78,14,0,92,78,14,0,92,184,
7286,8555,12999,4624,26178,8555,12999,4624,26178,52356,
4529,46257,70510,77529,194296,46257,70510,77529,194296,388592,
2287,4355,1612,1899,7866,4355,1612,1899,7866,15732,
1404,194218,279756,645148,1119122,194218,279756,645148,1119122,2238244,
3000,31379,32399,128212,191990,31379,32399,128212,191990,383980,
1036,5571,6426,15192,27189,5571,6426,15192,27189,54378,
9310,3058,6453,2123,11634,3058,6453,2123,11634,23268,
5550,65840,47760,71998,185598,65840,47760,71998,185598,371196,
5160,2937,4604,6653,14194,2937,4604,6653,14194,28388,
2939,4542,3909,1675,10126,4542,3909,1675,10126,20252,
2641,25979,14821,13900,54700,25979,14821,13900,54700,109400,
8353,51026,25829,47187,124042,51026,25829,47187,124042,248084,
2255,74833,135271,97083,307187,74833,135271,97083,307187,614374,
2350,136011,202184,111515,449710,136011,202184,111515,449710,899420,
2125,155173,238807,145372,539352,155173,238807,145372,539352,1078704,
9695,18915,26836,11040,56791,18915,26836,11040,56791,113582,
9759,127076,224159,225781,577016,127076,224159,225781,577016,1154032,
5132,80805,84586,307284,472675,80805,84586,307284,472675,945350,
4614,14053,14627,15241,43921,14053,14627,15241,43921,87842,
2760,39984,44193,25653,109830,39984,44193,25653,109830,219660,
3145,7821,13743,12545,34109,7821,13743,12545,34109,68218,
5623,211585,285739,226741,724065,211585,285739,226741,724065,1448130,149073.0192
5280,21756,41620,44050,107426,21756,41620,44050,107426,214852,
6025,124843,138277,335463,598583,124843,138277,335463,598583,1197166,47208.0207
9905,37648,38694,20624,96966,37648,38694,20624,96966,193932,
9861,42213,68483,68176,178872,42213,68483,68176,178872,357744,
1805,48067,46638,17728,112433,48067,46638,17728,112433,224866,
7520,20225,2803,7987,31015,20225,2803,7987,31015,62030,
9883,47820,107571,35041,190432,47820,107571,35041,190432,380864,
8605,9522,2687,1983,14192,9522,2687,1983,14192,28384,
7787,44578,66036,18237,128851,44578,66036,18237,128851,257702,871.074
6847,5810,5575,17286,28671,5810,5575,17286,28671,57342,
1223,25030,11655,7302,43987,25030,11655,7302,43987,87974,
6869,4399,3964,10810,19173,4399,3964,10810,19173,38346,
6532,1243,2679,316,4238,1243,2679,316,4238,8476,
8606,131,17,0,148,131,17,0,148,296,
5544,81997,117976,160319,360292,81997,117976,160319,360292,720584,
2806,48870,78778,112291,239939,48870,78778,112291,239939,479878,
1198,29417,12405,33992,75814,29417,12405,33992,75814,151628,
1678,5692,10923,2607,19222,5692,10923,2607,19222,38444,
5250,5368,15251,9718,30337,5368,15251,9718,30337,60674,
506,340851,394058,282817,1017726,340851,394058,282817,1017726,2035452,
4236,6530,3359,317,10206,6530,3359,317,10206,20412,
6358,1599,385,1720,3704,1599,385,1720,3704,7408,
9965,79025,46139,190247,315411,79025,46139,190247,315411,630822,
5510,111678,225923,224267,561868,111678,225923,224267,561868,1123736,1108.3567
5397,81766,131697,130677,344140,81766,131697,130677,344140,688280,
6909,4057,1979,25484,31520,4057,1979,25484,31520,63040,
5267,73799,215161,143503,432463,73799,215161,143503,432463,864926,
9451,6449,55887,1415,63751,6449,55887,1415,63751,127502,
9972,172839,202580,197451,572870,172839,202580,197451,572870,1145740,
2662,17412,9129,3131,29672,17412,9129,3131,29672,59344,
2052,25806,3444,1246,30496,25806,3444,1246,30496,60992,0.2788
5003,3976,6092,8386,18454,3976,6092,8386,18454,36908,
3109,1155,2267,1262,4684,1155,2267,1262,4684,9368,
2396,17825,73018,29814,120657,17825,73018,29814,120657,241314,
1430,55537,75978,92439,223954,55537,75978,92439,223954,447908,
9079,66607,85465,42088,194160,66607,85465,42088,194160,388320,526.7177
8613,3367,687,0,4054,3367,687,0,4054,8108,
9962,839,269,0,1108,839,269,0,1108,2216,
9453,27052,23215,7953,58220,27052,23215,7953,58220,116440,
9569,26528,46350,47873,120751,26528,46350,47873,120751,241502,294.9758
9455,2348,4218,3958,10524,2348,4218,3958,10524,21048,
2960,141,102,65,308,141,102,65,308,616,
9961,169650,350438,148243,668331,169650,350438,148243,668331,1336662,
8821,2435,1260,0,3695,2435,1260,0,3695,7390,
6171,67501,78312,121714,267527,67501,78312,121714,267527,535054,
990,21182,25163,24193,70538,21182,25163,24193,70538,141076,
2054,3882,423,292,4597,3882,423,292,4597,9194,
1963,28092,19958,6966,55016,28092,19958,6966,55016,110032,
8045,261,444,543,1248,261,444,543,1248,2496,
9963,2943,1673,0,4616,2943,1673,0,4616,9232,
5251,21829,73675,50053,145557,21829,73675,50053,145557,291114,
5666,183943,259792,128123,571858,183943,259792,128123,571858,1143716,299619.4152
3003,965,102,175,1242,965,102,175,1242,2484,
5641,38866,45062,57882,141810,38866,45062,57882,141810,283620,33379.3178
5547,56488,65322,104602,226412,56488,65322,104602,226412,452824,141065.2638
2941,11273,17313,13046,41632,11273,17313,13046,41632,83264,
4700,14124,15672,8397,38193,14124,15672,8397,38193,76386,
9953,11943,20050,6202,38195,11943,20050,6202,38195,76390,
5667,116194,123793,241906,481893,116194,123793,241906,481893,963786,
5004,295504,657907,711563,1664974,295504,657907,711563,1664974,3329948,760157.731300002
2850,850,1237,1500,3587,850,1237,1500,3587,7174,
5347,157192,169545,276241,602978,157192,169545,276241,602978,1205956,
2790,36778,146281,63177,246236,36778,146281,63177,246236,492472,
5398,2399,4516,5573,12488,2399,4516,5573,12488,24976,
5906,13040,17273,24608,54921,13040,17273,24608,54921,109842,
6083,13637,8870,37014,59521,13637,8870,37014,59521,119042,
1953,18760,471,13200,32431,18760,471,13200,32431,64862,
6233,3466,2320,2066,7852,3466,2320,2066,7852,15704,
2095,9175,2646,2915,14736,9175,2646,2915,14736,29472,
1380,976,2454,2193,5623,976,2454,2193,5623,11246,
1004,42606,79360,96874,218840,42606,79360,96874,218840,437680,46954.5427
1074,21618,14642,5411,41671,21618,14642,5411,41671,83342,
2584,31133,90204,103130,224467,31133,90204,103130,224467,448934,
8608,242,87,0,329,242,87,0,329,658,
1624,27112,4562,13295,44969,27112,4562,13295,44969,89938,
7367,24460,35136,19300,78896,24460,35136,19300,78896,157792,
9457,9544,13001,6017,28562,9544,13001,6017,28562,57124,
7017,75903,127377,201990,405270,75903,127377,201990,405270,810540,4986.0954
2215,22259,1224,15585,39068,22259,1224,15585,39068,78136,
8610,25986,40226,2016,68228,25986,40226,2016,68228,136456,59.1243
3265,4016,3835,351,8202,4016,3835,351,8202,16404,
3200,34351,3503,11086,48940,34351,3503,11086,48940,97880,
5714,18802,113602,40376,172780,18802,113602,40376,172780,345560,
1492,159187,174705,200555,534447,159187,174705,200555,534447,1068894,3609.6039
1090,8805,11004,21039,40848,8805,11004,21039,40848,81696,
5162,17503,14085,22090,53678,17503,14085,22090,53678,107356,
5197,9999,14933,9304,34236,9999,14933,9304,34236,68472,
9463,216978,363215,189583,769776,216978,363215,189583,769776,1539552,41439.5492
2187,78767,6139,8698,93604,78767,6139,8698,93604,187208,
4186,5323,1998,3093,10414,5323,1998,3093,10414,20828,
5681,29382,23999,23412,76793,29382,23999,23412,76793,153586,
8552,39424,32482,32322,104228,39424,32482,32322,104228,208456,
9763,16449,22702,18196,57347,16449,22702,18196,57347,114694,
5492,11381,21747,29096,62224,11381,21747,29096,62224,124448,
6084,78881,85620,103052,267553,78881,85620,103052,267553,535106,
5399,669006,1059383,1663978,3392367,669006,1059383,1663978,3392367,6784734,360189.6523
9862,63896,121579,94310,279785,63896,121579,94310,279785,559570,
9013,43,16,480,539,43,16,480,539,1078,
2561,26675,6039,9724,42438,26675,6039,9724,42438,84876,
2820,7131,6041,350,13522,7131,6041,350,13522,27044,
8839,1656,1615,0,3271,1656,1615,0,3271,6542,
4502,250267,479154,298095,1027516,250267,479154,298095,1027516,2055032,354513.549599999
2471,105248,207973,26830,340051,105248,207973,26830,340051,680102,2471.3867
2238,21402,36894,21944,80240,21402,36894,21944,80240,160480,
5348,20304,14664,32622,67590,20304,14664,32622,67590,135180,
9466,20862,27814,25272,73948,20862,27814,25272,73948,147896,
7563,1551,1892,1082,4525,1551,1892,1082,4525,9050,
2690,46407,5436,17184,69027,46407,5436,17184,69027,138054,
9764,13366,17839,17967,49172,13366,17839,17967,49172,98344,
4011,65525,4060,28371,97956,65525,4060,28371,97956,195912,
7492,1023253,1621772,1391153,4036178,1023253,1621772,1391153,4036178,8072356,440049.6134
5133,15453,17320,29386,62159,15453,17320,29386,62159,124318,
4445,48664,25363,9635,83662,48664,25363,9635,83662,167324,
5089,116881,162588,520104,799573,116881,162588,520104,799573,1599146,
5551,234937,276456,500079,1011472,234937,276456,500079,1011472,2022944,21049.4708
5580,99678,105373,135831,340882,99678,105373,135831,340882,681764,
6406,6037,20993,5422,32452,6037,20993,5422,32452,64904,3272.6269
5252,80208,171687,245931,497826,80208,171687,245931,497826,995652,900437.7672
9973,12783,12719,6448,31950,12783,12719,6448,31950,63900,
6774,197960,290446,243382,731788,197960,290446,243382,731788,1463576,18642.4565
5725,9519,157880,23694,191093,9519,157880,23694,191093,382186,
1096,38773,27073,58809,124655,38773,27073,58809,124655,249310,33617.332
9674,79646,112866,142029,334541,79646,112866,142029,334541,669082,
9467,1195,1144,517,2856,1195,1144,517,2856,5712,
6212,678,184,10,872,678,184,10,872,1744,
1954,145155,100552,56471,302178,145155,100552,56471,302178,604356,18041.1018
1903,10930,11428,17474,39832,10930,11428,17474,39832,79664,
3805,160342,14101,88961,263404,160342,14101,88961,263404,526808,2811.7088
3806,68047,3446,24143,95636,68047,3446,24143,95636,191272,
3807,159022,15528,121627,296177,159022,15528,121627,296177,592354,
9020,24,2,0,26,24,2,0,26,52,
6207,18824,2370,1363,22557,18824,2370,1363,22557,45114,
7494,392217,347327,594329,1333873,392217,347327,594329,1333873,2667746,
5520,564405,1044732,1021576,2630713,564405,1044732,1021576,2630713,5261426,855734.6752
5090,9886,10540,16681,37107,9886,10540,16681,37107,74214,
3271,534044,1804266,540630,2878940,534044,1804266,540630,2878940,5757880,186295.945
9311,144358,195061,147517,486936,144358,195061,147517,486936,973872,
8484,36730,53595,41600,131925,36730,53595,41600,131925,263850,
7909,698,89,0,787,698,89,0,787,1574,
5420,196403,307720,658615,1162738,196403,307720,658615,1162738,2325476,35293.9401
5215,51755,111977,68753,232485,51755,111977,68753,232485,464970,
6870,2132,1762,2745,6639,2132,1762,2745,6639,13278,
6006,7323,5781,5694,18798,7323,5781,5694,18798,37596,
3047,210376,179850,329983,720209,210376,179850,329983,720209,1440418,
2420,206,129,0,335,206,129,0,335,670,
9966,85872,109703,89796,285371,85872,109703,89796,285371,570742,
5091,25374,61516,111127,198017,25374,61516,111127,198017,396034,
8822,146,59,0,205,146,59,0,205,410,
5890,1203,3020,824,5047,1203,3020,824,5047,10094,
8877,13612,12468,1538,27618,13612,12468,1538,27618,55236,
2188,213700,206938,148353,568991,213700,206938,148353,568991,1137982,
7258,12523,25270,4727,42520,12523,25270,4727,42520,85040,
5076,31187,36900,75299,143386,31187,36900,75299,143386,286772,
5046,241937,306814,789974,1338725,241937,306814,789974,1338725,2677450,70512.598
1512,225587.370113092,740636.392223305,685411.32483375,1651635.08717015,225587.370113092,740636.392223305,685411.32483375,1651635.08717015,3303270.17434029,50718.427
1510,10583.6298869075,34747.6077766953,32156.6751662502,77487.912829853,10583.6298869075,34747.6077766953,32156.6751662502,77487.912829853,154975.825659706,
5538,22135,19348,44294,85777,22135,19348,44294,85777,171554,
3245,17926,11660,10545,40131,17926,11660,10545,40131,80262,
1165,23125,2972,4702,30799,23125,2972,4702,30799,61598,
3070,7498,32052,20126,59676,7498,32052,20126,59676,119352,
1625,141320,84957,46813,273090,141320,84957,46813,273090,546180,77128.7091
5198,3736,7063,5684,16483,3736,7063,5684,16483,32966,
2785,1212,6166,1797,9175,1212,6166,1797,9175,18350,
9895,94469,106138,64792,265399,94469,106138,64792,265399,530798,23436.158
5062,55506,57537,215391,328434,55506,57537,215391,328434,656868,
9714,92169,134225,131764,358158,92169,134225,131764,358158,716316,48446.8877
5350,19599,12207,43480,75286,19599,12207,43480,75286,150572,
1679,29349,41375,17986,88710,29349,41375,17986,88710,177420,
5227,1899,1533,3144,6576,1899,1533,3144,6576,13152,
5092,76808,109088,180359,366255,76808,109088,180359,366255,732510,
8047,2534,1695,811,5040,2534,1695,811,5040,10080,
8564,30737,42336,25189,98262,30737,42336,25189,98262,196524,
7439,404527,362665,985781,1752973,404527,362665,985781,1752973,3505946,
2676,9793,1960,548,12301,9793,1960,548,12301,24602,
5624,15101,12829,41028,68958,15101,12829,41028,68958,137916,
8352,28458,11740,38244,78442,28458,11740,38244,78442,156884,
3549,1529,12019,7516,21064,1529,12019,7516,21064,42128,
3550,518,4912,2432,7862,518,4912,2432,7862,15724,
1390,212474,269164,320699,802337,212474,269164,320699,802337,1604674,
1045,23859,32235,63492,119586,23859,32235,63492,119586,239172,
7330,286,222,19,527,286,222,19,527,1054,
8431,4200,6554,2235,12989,4200,6554,2235,12989,25978,
5581,40306,49545,99161,189012,40306,49545,99161,189012,378024,
5323,6438,19642,12877,38957,6438,19642,12877,38957,77914,
7791,7259,211537,32039,250835,7259,211537,32039,250835,501670,1122.9505
2351,620,1169,202,1991,620,1169,202,1991,3982,
1003,9378,24962,30133,64473,9378,24962,30133,64473,128946,
5472,2568,4245,4121,10934,2568,4245,4121,10934,21868,
6961,73513,91214,189669,354396,73513,91214,189669,354396,708792,
2449,9324,7800,77,17201,9324,7800,77,17201,34402,
8048,56522,141018,99778,297318,56522,141018,99778,297318,594636,10.3151
5211,87639,242959,480676,811274,87639,242959,480676,811274,1622548,
5093,109473,142414,355783,607670,109473,142414,355783,607670,1215340,
5094,243541,286443,961008,1490992,243541,286443,961008,1490992,2981984,
3048,137319,365783,228375,731477,137319,365783,228375,731477,1462954,
3104,14010,75949,17249,107208,14010,75949,17249,107208,214416,
5063,89507,92221,225509,407237,89507,92221,225509,407237,814474,1941.0023
2136,49037,52302,31051,132390,49037,52302,31051,132390,264780,105474.4574
6170,94257,137077,178344,409678,94257,137077,178344,409678,819356,
4618,15392,13236,30934,59562,15392,13236,30934,59562,119124,
6871,229129,306890,935219,1471238,229129,306890,935219,1471238,2942476,
7910,19441,9498,5421,34360,19441,9498,5421,34360,68720,
5464,38230,79930,114134,232294,38230,79930,114134,232294,464588,
6235,6625,9381,2335,18341,6625,9381,2335,18341,36682,
8553,163995,230936,181697,576628,163995,230936,181697,576628,1153256,
3907,5502,460,3645,9607,5502,460,3645,9607,19214,
5163,14230,34474,85869,134573,14230,34474,85869,134573,269146,
2304,113974,84726,76089,274789,113974,84726,76089,274789,549578,
5401,14938,11799,16443,43180,14938,11799,16443,43180,86360,
2352,87908,164858,98318,351084,87908,164858,98318,351084,702168,
2217,170622,195050,108518,474190,170622,195050,108518,474190,948380,
2219,422411,415534,343667,1181612,422411,415534,343667,1181612,2363224,320122.7
2145,157540,165908,97682,421130,157540,165908,97682,421130,842260,75022.899
2220,195518,187616,144948,528082,195518,187616,144948,528082,1056164,
4513,562,5182,552,6296,562,5182,552,6296,12592,
1215,611375,1022592,627735,2261702,611375,1022592,627735,2261702,4523404,66425.1547
4515,578523,1305766,1166433,3050722,578523,1305766,1166433,3050722,6101444,415114.5926
1127,2926344,6477674,6641155,16045173,2926344,6477674,6641155,16045173,32090346,5164606.21050003
1006,332520,705609,1163059,2201188,332520,705609,1163059,2201188,4402376,214288.9831
7835,33572,12276,5139,50987,33572,12276,5139,50987,101974,
9940,89218,205838,108411,403467,89218,205838,108411,403467,806934,
6800,297035,400045,713108,1410188,297035,400045,713108,1410188,2820376,79511.6674
5402,3618,9473,2835,15926,3618,9473,2835,15926,31852,
9620,63416,91342,99396,254154,63416,91342,99396,254154,508308,
5945,18249,15406,14679,48334,18249,15406,14679,48334,96668,
2737,352410,190901,148869,692180,352410,190901,148869,692180,1384360,91674.9066
5112,1090885,1128886,4291350,6511121,1090885,1128886,4291350,6511121,13022242,1309237.8816
5095,320145,397717,746841,1464703,320145,397717,746841,1464703,2929406,17615.7259
7400,143483,236267,34251,414001,143483,236267,34251,414001,828002,
2739,330924,455116,55465,841505,330924,455116,55465,841505,1683010,4577.9999
2738,17571,24662,724,42957,17571,24662,724,42957,85914,
2740,34924,26205,5049,66178,34924,26205,5049,66178,132356,
991,6954,8280,6089,21323,6954,8280,6089,21323,42646,
2732,17025,23611,246255,286891,17025,23611,246255,286891,573782,
5625,55439,115261,68153,238853,55439,115261,68153,238853,477706,
2450,10105,12003,211,22319,10105,12003,211,22319,44638,
8750,2228,4175,737,7140,2228,4175,737,7140,14280,
9760,52850,77520,150744,281114,52850,77520,150744,281114,562228,
1176,39523,42857,71005,153385,39523,42857,71005,153385,306770,
4574,10302,4317,26885,41504,10302,4317,26885,41504,83008,
9716,68093,111833,100340,280266,68093,111833,100340,280266,560532,
7503,461,246,678,1385,461,246,678,1385,2770,
6204,1855,237,368,2460,1855,237,368,2460,4920,
1360,57171,156455,226906,440532,57171,156455,226906,440532,881064,75915.5578
1141,8777,11913,214,20904,8777,11913,214,20904,41808,
1018,9593,12616,23,22232,9593,12616,23,22232,44464,
2123,162010,409336,194739,766085,162010,409336,194739,766085,1532170,
1282,14381,10704,5231,30316,14381,10704,5231,30316,60632,
3501,6850,102253,10205,119308,6850,102253,10205,119308,238616,
2435,2167,927,774,3868,2167,927,774,3868,7736,
5253,108766,319391,190430,618587,108766,319391,190430,618587,1237174,
9668,5310,4497,5144,14951,5310,4497,5144,14951,29902,
2599,283355,843591,664750,1791696,283355,843591,664750,1791696,3583392,624582.351199999
8536,9416,14204,8824,32444,9416,14204,8824,32444,64888,
5626,48478,47221,57845,153544,48478,47221,57845,153544,307088,
1993,4730,307,1619,6656,4730,307,1619,6656,13312,
2195,128047,186670,106624,421341,128047,186670,106624,421341,842682,2607.678
2239,88806,70600,78501,237907,88806,70600,78501,237907,475814,
5130,31271,71122,109887,212280,31271,71122,109887,212280,424560,
4304,20005,7603,316,27924,20005,7603,316,27924,55848,
5254,14568,19134,21291,54993,14568,19134,21291,54993,109986,
6216,36362,56234,13921,106517,36362,56234,13921,106517,213034,
5894,21403,21050,28970,71423,21403,21050,28970,71423,142846,
6237,9847,7514,8049,25410,9847,7514,8049,25410,50820,
3018,29477,39491,55868,124836,29477,39491,55868,124836,249672,61994.7313
5876,299789,728447,224641,1252877,299789,728447,224641,1252877,2505754,71636.2696
1112,94847,182902,210463,488212,94847,182902,210463,488212,976424,
1381,2039,4300,10719,17058,2039,4300,10719,17058,34116,
6027,44689,37372,396896,478957,44689,37372,396896,478957,957914,
9968,4714,6245,6015,16974,4714,6245,6015,16974,33948,
5403,10530,25534,15917,51981,10530,25534,15917,51981,103962,
5693,358064,325709,341509,1025282,358064,325709,341509,1025282,2050564,
8346,310683,389677,321504,1021864,310683,389677,321504,1021864,2043728,36484.618
8345,318966,685204,498189,1502359,318966,685204,498189,1502359,3004718,54862.5067
3341,87493,101019,52586,241098,87493,101019,52586,241098,482196,4272.5574
5530,22108,2421,5741,30270,22108,2421,5741,30270,60540,
6801,59810,105528,242134,407472,59810,105528,242134,407472,814944,
2053,8750,14461,6554,29765,8750,14461,6554,29765,59530,
2944,22272,50038,60549,132859,22272,50038,60549,132859,265718,
5500,28214,58157,41748,128119,28214,58157,41748,128119,256238,
8496,48182,42667,58892,149741,48182,42667,58892,149741,299482,
7565,2793,3292,1276,7361,2793,3292,1276,7361,14722,
7259,1199,1838,277,3314,1199,1838,277,3314,6628,
9938,16231,23103,14723,54057,16231,23103,14723,54057,108114,
7200,19818,19741,11139,50698,19818,19741,11139,50698,101396,
5875,36897,47849,36559,121305,36897,47849,36559,121305,242610,
2045,337,46,140,523,337,46,140,523,1046,
2779,16079,51755,39747,107581,16079,51755,39747,107581,215162,
9251,29,22,0,51,29,22,0,51,102,
5552,221850,172108,326195,720153,221850,172108,326195,720153,1440306,
6872,333170,265450,752379,1350999,333170,265450,752379,1350999,2701998,
1560,8694,7048,7407,23149,8694,7048,7407,23149,46298,
9889,52215,40931,30962,124108,52215,40931,30962,124108,248216,
8823,2017,846,0,2863,2017,846,0,2863,5726,
3809,268648,274063,230838,773549,268648,274063,230838,773549,1547098,41576.7149
9789,97217,116451,94925,308593,97217,116451,94925,308593,617186,
3449,38586,87339,17251,143176,38586,87339,17251,143176,286352,
8049,75389,99880,30644,205913,75389,99880,30644,205913,411826,128.9742
2554,11002,2197,4484,17683,11002,2197,4484,17683,35366,
6464,378,19,0,397,378,19,0,397,794,
8514,42128,82934,49456,174518,42128,82934,49456,174518,349036,
5268,1139498,4568538,2385476,8093512,1139498,4568538,2385476,8093512,16187024,1940556.2166
6810,64845,89654,144984,299483,64845,89654,144984,299483,598966,
2603,6695,22243,8970,37908,6695,22243,8970,37908,75816,
3230,289874,621190,216585,1127649,289874,621190,216585,1127649,2255298,765091.296200001
3231,1145411,2486366,917907,4549684,1145411,2486366,917907,4549684,9099368,1386663.7888
4012,4226,222,1085,5533,4226,222,1085,5533,11066,
7932,245,5,195,445,245,5,195,445,890,
4187,10602,2086,2711,15399,10602,2086,2711,15399,30798,
5081,106246,127119,215059,448424,106246,127119,215059,448424,896848,
2240,67071,201508,48110,316689,67071,201508,48110,316689,633378,
2892,14188,35813,24624,74625,14188,35813,24624,74625,149250,
5006,40295,154229,83701,278225,40295,154229,83701,278225,556450,
5886,90874,189451,292376,572701,90874,189451,292376,572701,1145402,249349.7892
8429,8485,11023,5222,24730,8485,11023,5222,24730,49460,
5404,367819,674531,768705,1811055,367819,674531,768705,1811055,3622110,
2190,136701,200916,74230,411847,136701,200916,74230,411847,823694,
2191,69263,85541,38141,192945,69263,85541,38141,192945,385890,
2697,34106,68597,87798,190501,34106,68597,87798,190501,381002,
5096,46015,42874,228642,317531,46015,42874,228642,317531,635062,
5064,646623,967039,1393233,3006895,646623,967039,1393233,3006895,6013790,730650.819999999
4715,85552,44060,140301,269913,85552,44060,140301,269913,539826,
1437,179211,370527,573873,1123611,179211,370527,573873,1123611,2247222,
1438,111890,151410,426256,689556,111890,151410,426256,689556,1379112,
6074,30219,23022,57043,110284,30219,23022,57043,110284,220568,
5687,119387,94804,256161,470352,119387,94804,256161,470352,940704,56896.2782
4175,434,127,249,810,434,127,249,810,1620,
8050,408,125,271,804,408,125,271,804,1608,
8618,2201,577,0,2778,2201,577,0,2778,5556,
